shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
11328,49.74199,-123.13308,17,1252
11328,49.74182,-123.13313,18,1274
11328,49.7408,-123.13307,19,1390
11328,49.74074,-123.13202,20,1472
11328,49.74079,-123.13153,21,1513
11328,49.74014,-123.13156,22,1588
11328,49.73916,-123.13151,23,1700
11328,49.73837,-123.13153,24,1789
11328,49.73577,-123.13146,25,2080
11328,49.73553,-123.13148,26,2106
11328,49.73504,-123.13146,27,2161
11328,49.73503,-123.13494,28,2408
11328,49.73395,-123.1349,29,2528
11328,49.73266,-123.13531,30,2672
11328,49.73178,-123.13609,31,2785
11328,49.7307,-123.13771,32,2952
11328,49.72935,-123.14104,33,3233
11328,49.7282,-123.14403,34,3483
11328,49.72739,-123.14609,35,3657
11328,49.72673,-123.1471,36,3760
11328,49.72618,-123.14764,37,3832
11328,49.72547,-123.14803,38,3916
11328,49.72324,-123.14811,39,4162
11328,49.72307,-123.14819,40,4182
11328,49.72289,-123.14839,41,4206
11328,49.72276,-123.14867,42,4230
11328,49.72281,-123.15024,43,4341
11328,49.72297,-123.15047,44,4365
11328,49.7229,-123.1508,45,4389
11328,49.72271,-123.15086,46,4409
11328,49.72257,-123.15065,47,4430
11328,49.7215,-123.15049,48,4549
11328,49.72125,-123.15054,49,4580
11328,49.72109,-123.15048,50,4600
11328,49.71895,-123.15047,51,4836
11328,49.71824,-123.15048,52,4914
11328,49.71824,-123.14854,53,5053
11328,49.71814,-123.14827,54,5075
11328,49.71794,-123.14807,55,5100
11328,49.71776,-123.148,56,5120
11328,49.71528,-123.14794,57,5395
11328,49.71187,-123.14786,58,5774
11328,49.70908,-123.14749,59,6084
11328,49.70568,-123.14609,60,6473
11328,49.70467,-123.14573,61,6588
11328,49.70449,-123.14585,62,6609
11328,49.70401,-123.14812,63,6781
11328,49.70343,-123.14931,64,6889
11328,49.70158,-123.15089,65,7123
11328,49.7016,-123.15239,66,7231
11328,49.70165,-123.15312,67,7287
11328,49.70162,-123.15401,68,7355
11328,49.70084,-123.15469,69,7455
11328,49.70001,-123.15538,70,7559
11328,49.69924,-123.15603,71,7656
11328,49.69879,-123.15485,72,7753
11328,49.69734,-123.15613,73,7941
11329,49.71727,-123.15336,0,0
11329,49.76057,-123.1457,1,6000
11330,49.71727,-123.15336,0,0
11330,49.75257,-123.13384,1,5200
11334,49.71727,-123.15336,0,0
11334,49.7358,-123.13138,1,3200
11338,49.71727,-123.15336,0,0
11338,49.69734,-123.15613,1,3200
11343,49.69734,-123.15613,0,0
11343,49.71727,-123.15336,1,3200
11355,49.71727,-123.15336,0,0
11355,49.69734,-123.15613,1,3200
11366,49.69734,-123.15613,0,0
11366,49.7358,-123.13138,1,5400
11383,49.71727,-123.15336,0,0
11383,49.69734,-123.15613,1,3200
11385,49.73553,-123.13148,0,0
11385,49.71727,-123.15336,1,3200
11386,49.69734,-123.15613,0,0
11386,49.71727,-123.15336,1,3200
11388,49.69734,-123.15613,0,0
11388,49.71727,-123.15336,1,3200
25219,49.76779,-123.15133,0,0
25219,49.76784,-123.1509,1,35
25219,49.76894,-123.1519,2,177
25219,49.7702,-123.15301,3,338
25219,49.77103,-123.15374,4,443
25219,49.77352,-123.15596,5,763
25219,49.77422,-123.15411,6,916
25219,49.77435,-123.15357,7,963
25219,49.77499,-123.15191,8,1107
25219,49.77541,-123.15001,9,1251
25219,49.774,-123.14933,10,1417
25219,49.77309,-123.14873,11,1526
25219,49.77225,-123.14746,12,1654
25219,49.77148,-123.14596,13,1791
25219,49.77072,-123.14504,14,1898
25219,49.76961,-123.14429,15,2031
25219,49.76946,-123.14428,16,2051
25219,49.76933,-123.14416,17,2071
25219,49.7683,-123.1439,18,2185
25219,49.76687,-123.14396,19,2344
25219,49.76637,-123.14404,20,2402
25219,49.76594,-123.14401,21,2452
25219,49.76597,-123.14588,22,2586
25219,49.766,-123.14825,23,2755
25219,49.76604,-123.14857,24,2782
25219,49.766,-123.14921,25,2832
25219,49.76509,-123.14838,26,2950
25219,49.76415,-123.14754,27,3070
25219,49.76342,-123.14695,28,3164
25219,49.76325,-123.14672,29,3192
25219,49.76053,-123.14426,30,3542
25219,49.7597,-123.14358,31,3646
25219,49.75948,-123.14346,32,3676
25219,49.75849,-123.14259,33,3805
25219,49.75702,-123.14148,34,3990
25219,49.75687,-123.14131,35,4013
25219,49.75664,-123.14121,36,4039
25219,49.75564,-123.14124,37,4148
25219,49.75452,-123.14134,38,4275
25219,49.75323,-123.14132,39,4419
25219,49.75282,-123.14122,40,4463
25219,49.75215,-123.14078,41,4541
25219,49.75177,-123.14075,42,4581
25219,49.75067,-123.14117,43,4706
25219,49.74901,-123.14131,44,4889
25219,49.74803,-123.14131,45,4997
25219,49.74771,-123.1412,46,5031
25219,49.74689,-123.14052,47,5133
25219,49.74625,-123.13968,48,5223
25219,49.74566,-123.13833,49,5337
25219,49.74545,-123.13807,50,5365
25219,49.74525,-123.13801,51,5386
25219,49.74472,-123.13807,52,5443
25219,49.74456,-123.13818,53,5464
25219,49.74343,-123.13823,54,5590
25219,49.74272,-123.13816,55,5666
25219,49.74191,-123.13744,56,5771
25219,49.74179,-123.13724,57,5793
25219,49.74156,-123.13708,58,5819
25219,49.74081,-123.13699,59,5899
25219,49.74081,-123.13546,60,6008
25219,49.7408,-123.13393,61,6115
25219,49.74074,-123.13202,62,6258
25219,49.74079,-123.13153,63,6299
25219,49.74014,-123.13156,64,6374
25219,49.73916,-123.13151,65,6486
25219,49.73837,-123.13153,66,6575
25219,49.73577,-123.13146,67,6866
25219,49.73553,-123.13148,68,6892
25219,49.73504,-123.13146,69,6947
25219,49.73503,-123.13467,70,7175
25219,49.73465,-123.13493,71,7236
25219,49.73355,-123.13495,72,7358
25219,49.73266,-123.13531,73,7458
25219,49.73178,-123.13609,74,7571
25219,49.7307,-123.13771,75,7738
25219,49.72935,-123.14104,76,8019
25219,49.72855,-123.14313,77,8194
25219,49.72851,-123.14347,78,8218
25219,49.72867,-123.1439,79,8254
25219,49.72887,-123.14412,80,8281
25219,49.72913,-123.14423,81,8310
25219,49.72928,-123.14402,82,8332
25219,49.72924,-123.14367,83,8358
25219,49.72827,-123.14223,84,8505
25219,49.72779,-123.14112,85,8600
25219,49.72751,-123.14084,86,8636
25219,49.72663,-123.14066,87,8734
25219,49.72662,-123.14099,88,8757
25219,49.72669,-123.14126,89,8778
25219,49.72646,-123.14131,90,8804
25219,49.72617,-123.14129,91,8835
25219,49.72551,-123.14152,92,8918
25219,49.72519,-123.14148,93,8955
25219,49.72519,-123.14072,94,9009
25219,49.72624,-123.14064,95,9123
25219,49.72735,-123.14078,96,9245
25219,49.72766,-123.14096,97,9281
25219,49.7279,-123.14133,98,9318
25219,49.72827,-123.14223,99,9394
25219,49.72924,-123.14367,100,9541
25219,49.72944,-123.1441,101,9578
25219,49.7297,-123.1458,102,9702
25219,49.72987,-123.14692,103,9783
25219,49.72976,-123.14873,104,9911
25219,49.72972,-123.1495,105,9970
25219,49.7295,-123.1512,106,10098
25219,49.72929,-123.15317,107,10241
25219,49.72928,-123.15356,108,10271
25219,49.7292,-123.15405,109,10310
25219,49.72908,-123.1544,110,10338
25219,49.72797,-123.15578,111,10499
25219,49.72765,-123.15587,112,10537
25219,49.72758,-123.15529,113,10579
25219,49.72736,-123.15488,114,10618
25219,49.72719,-123.15474,115,10638
25219,49.72697,-123.15464,116,10663
25219,49.72582,-123.15465,117,10790
25219,49.72459,-123.15465,118,10927
25219,49.72366,-123.15465,119,11029
25219,49.7233,-123.15471,120,11072
25219,49.72281,-123.15465,121,11129
25219,49.72281,-123.15259,122,11277
25219,49.72271,-123.15086,123,11400
25219,49.72257,-123.15065,124,11421
25219,49.7215,-123.15049,125,11540
25219,49.72125,-123.15054,126,11571
25219,49.72109,-123.15048,127,11591
25219,49.71895,-123.15047,128,11827
25219,49.71872,-123.15053,129,11855
25219,49.71824,-123.15048,130,11911
25219,49.71826,-123.15343,131,12123
25219,49.71826,-123.15487,132,12226
25219,49.71782,-123.15502,133,12277
25219,49.71756,-123.15508,134,12308
25219,49.71709,-123.15561,135,12372
25219,49.71623,-123.15709,136,12515
25219,49.71594,-123.1574,137,12553
25219,49.71545,-123.15764,138,12609
25219,49.71421,-123.15769,139,12747
25219,49.71365,-123.15764,140,12808
25219,49.71321,-123.15745,141,12859
25219,49.71169,-123.15638,142,13049
25219,49.71137,-123.15624,143,13089
25219,49.71055,-123.15542,144,13199
25219,49.70988,-123.15423,145,13312
25219,49.7097,-123.15398,146,13338
25219,49.70905,-123.15351,147,13421
25219,49.70784,-123.15252,148,13574
25219,49.70685,-123.15213,149,13688
25219,49.70484,-123.15143,150,13914
25219,49.70458,-123.1513,151,13947
25219,49.70381,-123.14975,152,14089
25219,49.70352,-123.14917,153,14140
25219,49.70317,-123.14964,154,14191
25219,49.70158,-123.15089,155,14388
25219,49.7016,-123.15239,156,14496
25219,49.70165,-123.15312,157,14552
25219,49.70162,-123.15401,158,14620
25219,49.70084,-123.15469,159,14720
25219,49.70001,-123.15538,160,14824
25219,49.69924,-123.15603,161,14921
25219,49.69879,-123.15485,162,15018
25219,49.69734,-123.15613,163,15206
25229,49.7358,-123.13138,0,0
25229,49.73833,-123.13148,1,287
25229,49.73848,-123.1314,2,309
25229,49.74027,-123.13151,3,513
25229,49.74045,-123.13143,4,538
25229,49.74079,-123.13153,5,582
25229,49.74084,-123.13243,6,650
25229,49.7408,-123.13275,7,677
25229,49.74081,-123.13418,8,779
25229,49.74081,-123.13577,9,890
25229,49.74081,-123.13654,10,945
25229,49.74091,-123.13682,11,966
25229,49.74116,-123.137,12,997
25229,49.74186,-123.13721,13,1075
25229,49.74197,-123.13743,14,1097
25229,49.74235,-123.1379,15,1150
25229,49.74272,-123.13816,16,1194
25229,49.74383,-123.13822,17,1315
25229,49.7453,-123.13801,18,1474
25229,49.74549,-123.13795,19,1499
25229,49.74555,-123.13817,20,1520
25229,49.74625,-123.13968,21,1650
25229,49.74662,-123.14024,22,1706
25229,49.74748,-123.14103,23,1814
25229,49.74771,-123.1412,24,1842
25229,49.74835,-123.14134,25,1912
25229,49.74962,-123.14127,26,2052
25229,49.74978,-123.14117,27,2075
25229,49.75067,-123.14117,28,2179
25229,49.7516,-123.14079,29,2285
25229,49.75203,-123.14075,30,2331
25229,49.75291,-123.14126,31,2433
25229,49.75446,-123.14129,32,2602
25229,49.755,-123.14119,33,2667
25229,49.75647,-123.1412,34,2834
25229,49.75671,-123.14123,35,2860
25229,49.75803,-123.14221,36,3021
25229,49.75825,-123.14231,37,3051
25229,49.75921,-123.14318,38,3178
25229,49.75972,-123.1435,39,3243
25229,49.75991,-123.14375,40,3275
25229,49.76053,-123.14426,41,3353
25229,49.76057,-123.1457,42,3460
25229,49.76053,-123.14986,43,3762
25229,49.76078,-123.14978,44,3795
25229,49.76256,-123.14976,45,4005
25229,49.76277,-123.14985,46,4034
25229,49.76398,-123.14982,47,4168
25229,49.7653,-123.15049,48,4319
25229,49.76565,-123.15048,49,4363
25229,49.76601,-123.15056,50,4408
25229,49.76602,-123.15201,51,4512
25229,49.76607,-123.15321,52,4602
25229,49.76771,-123.15326,53,4812
25229,49.76786,-123.15334,54,4833
25229,49.76784,-123.15194,55,4933
25229,49.76779,-123.15133,56,4981
25238,49.69734,-123.15613,0,0
25238,49.69718,-123.1562,1,20
25238,49.69673,-123.15496,2,122
25238,49.69781,-123.15396,3,266
25238,49.69998,-123.15223,4,542
25238,49.70024,-123.15191,5,585
25238,49.70158,-123.15089,6,756
25238,49.702,-123.15045,7,818
25238,49.70271,-123.15001,8,908
25238,49.70294,-123.14966,9,944
25238,49.70348,-123.14918,10,1011
25238,49.70427,-123.15068,11,1150
25238,49.70458,-123.15122,12,1201
25238,49.70482,-123.15133,13,1233
25238,49.70634,-123.15195,14,1412
25238,49.70757,-123.15233,15,1554
25238,49.70846,-123.15296,16,1666
25238,49.70939,-123.15373,17,1781
25238,49.70966,-123.15386,18,1817
25238,49.71037,-123.15514,19,1941
25238,49.71094,-123.15585,20,2021
25238,49.71191,-123.15644,21,2141
25238,49.71353,-123.15751,22,2344
25238,49.71372,-123.15766,23,2371
25238,49.71507,-123.15765,24,2520
25238,49.71559,-123.1576,25,2577
25238,49.71594,-123.1574,26,2618
25238,49.71623,-123.15709,27,2656
25238,49.71686,-123.15603,28,2759
25238,49.71729,-123.15534,29,2828
25238,49.71786,-123.15487,30,2902
25238,49.71801,-123.15491,31,2923
25238,49.71826,-123.15487,32,2950
25238,49.71826,-123.15343,33,3053
25238,49.71825,-123.15149,34,3192
25238,49.71824,-123.15048,35,3265
25238,49.71877,-123.15039,36,3329
25238,49.71895,-123.15047,37,3355
25238,49.72025,-123.15046,38,3498
25238,49.7215,-123.15049,39,3636
25238,49.72167,-123.15041,40,3660
25238,49.72208,-123.15051,41,3711
25238,49.72257,-123.15048,42,3765
25238,49.72269,-123.15026,43,3785
25238,49.72291,-123.15032,44,3810
25238,49.72297,-123.15065,45,3834
25238,49.72279,-123.15087,46,3858
25238,49.72283,-123.15164,47,3916
25238,49.72281,-123.15465,48,4136
25238,49.72324,-123.15457,49,4190
25238,49.7235,-123.15466,50,4224
25238,49.72459,-123.15465,51,4344
25238,49.72582,-123.15465,52,4481
25238,49.72697,-123.15464,53,4608
25238,49.72719,-123.15474,54,4633
25238,49.72736,-123.15488,55,4653
25238,49.72758,-123.15529,56,4692
25238,49.72765,-123.15551,57,4712
25238,49.72765,-123.15587,58,4741
25238,49.72783,-123.15586,59,4761
25238,49.72893,-123.15465,60,4910
25238,49.72908,-123.1544,61,4934
25238,49.7292,-123.15405,62,4962
25238,49.72926,-123.15298,63,5043
25238,49.72936,-123.15255,64,5080
25238,49.72947,-123.15099,65,5197
25238,49.72971,-123.14921,66,5333
25238,49.72976,-123.14812,67,5416
25238,49.72985,-123.14771,68,5451
25238,49.72987,-123.14692,69,5506
25238,49.72966,-123.14554,70,5606
25238,49.72944,-123.1441,71,5711
25238,49.72924,-123.14367,72,5748
25238,49.7285,-123.14258,73,5860
25238,49.72827,-123.14223,74,5895
25238,49.72779,-123.14112,75,5990
25238,49.72751,-123.14084,76,6026
25238,49.72663,-123.14066,77,6124
25238,49.72662,-123.14099,78,6147
25238,49.72669,-123.14126,79,6168
25238,49.72646,-123.14131,80,6194
25238,49.72617,-123.14129,81,6225
25238,49.72551,-123.14152,82,6308
25238,49.72519,-123.14148,83,6345
25238,49.72519,-123.14072,84,6399
25238,49.72663,-123.14066,85,6555
25238,49.72662,-123.14099,86,6578
25238,49.72669,-123.14126,87,6599
25238,49.7273,-123.14228,88,6699
25238,49.72767,-123.14274,89,6751
25238,49.72777,-123.14304,90,6775
25238,49.7278,-123.14386,91,6833
25238,49.72806,-123.14393,92,6865
25238,49.72927,-123.14094,93,7120
25238,49.73022,-123.13846,94,7326
25238,49.73061,-123.13754,95,7405
25238,49.73127,-123.13647,96,7510
25238,49.73216,-123.13548,97,7632
25238,49.73304,-123.13492,98,7736
25238,49.73395,-123.13473,99,7837
25238,49.73466,-123.13474,100,7915
25238,49.73489,-123.1346,101,7942
25238,49.73504,-123.13429,102,7969
25238,49.73504,-123.13146,103,8170
25238,49.7358,-123.13138,104,8259
25238,49.73833,-123.13148,105,8546
25238,49.73848,-123.1314,106,8568
25238,49.74027,-123.13151,107,8772
25238,49.74045,-123.13143,108,8797
25238,49.74079,-123.13153,109,8841
25238,49.74084,-123.13243,110,8909
25238,49.7408,-123.13275,111,8936
25238,49.74081,-123.13418,112,9038
25238,49.74081,-123.13577,113,9149
25238,49.74081,-123.13654,114,9204
25238,49.74091,-123.13682,115,9225
25238,49.74116,-123.137,116,9256
25238,49.74186,-123.13721,117,9334
25238,49.74197,-123.13743,118,9356
25238,49.74235,-123.1379,119,9409
25238,49.74272,-123.13816,120,9453
25238,49.74383,-123.13822,121,9574
25238,49.7453,-123.13801,122,9733
25238,49.74549,-123.13795,123,9758
25238,49.74555,-123.13817,124,9779
25238,49.74625,-123.13968,125,9909
25238,49.74662,-123.14024,126,9965
25238,49.74748,-123.14103,127,10073
25238,49.74771,-123.1412,128,10101
25238,49.74835,-123.14134,129,10171
25238,49.74962,-123.14127,130,10311
25238,49.74978,-123.14117,131,10334
25238,49.75067,-123.14117,132,10438
25238,49.7516,-123.14079,133,10544
25238,49.75203,-123.14075,134,10590
25238,49.75291,-123.14126,135,10692
25238,49.75446,-123.14129,136,10861
25238,49.755,-123.14119,137,10926
25238,49.75647,-123.1412,138,11093
25238,49.75671,-123.14123,139,11119
25238,49.75803,-123.14221,140,11280
25238,49.75825,-123.14231,141,11310
25238,49.75921,-123.14318,142,11437
25238,49.75972,-123.1435,143,11502
25238,49.75991,-123.14375,144,11534
25238,49.76053,-123.14426,145,11612
25238,49.76057,-123.1457,146,11719
25238,49.76053,-123.14986,147,12021
25238,49.76078,-123.14978,148,12054
25238,49.76256,-123.14976,149,12264
25238,49.76277,-123.14985,150,12293
25238,49.76398,-123.14982,151,12427
25238,49.7653,-123.15049,152,12578
25238,49.76565,-123.15048,153,12622
25238,49.76601,-123.15056,154,12667
25238,49.76602,-123.15201,155,12771
25238,49.76607,-123.15321,156,12861
25238,49.76771,-123.15326,157,13071
25238,49.76786,-123.15334,158,13092
25238,49.76784,-123.15194,159,13192
25238,49.76779,-123.15133,160,13240
25267,49.76779,-123.15133,0,0
25267,49.76784,-123.1509,1,35
25267,49.7702,-123.15301,2,338
25267,49.77352,-123.15596,3,763
25267,49.7748,-123.15251,4,1047
25267,49.77529,-123.15066,5,1191
25267,49.77541,-123.15001,6,1239
25267,49.77368,-123.14918,7,1442
25267,49.77309,-123.14873,8,1514
25267,49.77225,-123.14746,9,1642
25267,49.77148,-123.14596,10,1779
25267,49.77072,-123.14504,11,1886
25267,49.76961,-123.14429,12,2019
25267,49.76946,-123.14428,13,2039
25267,49.76933,-123.14416,14,2059
25267,49.7683,-123.1439,15,2173
25267,49.76687,-123.14396,16,2332
25267,49.76637,-123.14404,17,2390
25267,49.76594,-123.14401,18,2440
25267,49.76597,-123.14588,19,2574
25267,49.766,-123.14825,20,2743
25267,49.76604,-123.14857,21,2770
25267,49.766,-123.14921,22,2820
25267,49.76509,-123.14838,23,2938
25267,49.76415,-123.14754,24,3058
25267,49.76342,-123.14695,25,3152
25267,49.76325,-123.14672,26,3180
25267,49.76053,-123.14426,27,3530
25267,49.7597,-123.14358,28,3634
25267,49.75948,-123.14346,29,3664
25267,49.75849,-123.14259,30,3793
25267,49.75702,-123.14148,31,3978
25267,49.75687,-123.14131,32,4001
25267,49.75664,-123.14121,33,4027
25267,49.75564,-123.14124,34,4136
25267,49.75452,-123.14134,35,4263
25267,49.75323,-123.14132,36,4407
25267,49.75282,-123.14122,37,4451
25267,49.75215,-123.14078,38,4529
25267,49.75177,-123.14075,39,4569
25267,49.75067,-123.14117,40,4694
25267,49.74901,-123.14131,41,4877
25267,49.74803,-123.14131,42,4985
25267,49.74771,-123.1412,43,5019
25267,49.74689,-123.14052,44,5121
25267,49.74625,-123.13968,45,5211
25267,49.74566,-123.13833,46,5325
25267,49.74545,-123.13807,47,5353
25267,49.74525,-123.13801,48,5374
25267,49.74472,-123.13807,49,5431
25267,49.74456,-123.13818,50,5452
25267,49.74343,-123.13823,51,5578
25267,49.74272,-123.13816,52,5654
25267,49.74191,-123.13744,53,5759
25267,49.74179,-123.13724,54,5781
25267,49.74156,-123.13708,55,5807
25267,49.74081,-123.13699,56,5887
25267,49.74081,-123.13546,57,5996
25267,49.7408,-123.13393,58,6103
25267,49.74074,-123.13202,59,6246
25267,49.74079,-123.13153,60,6287
25267,49.74014,-123.13156,61,6362
25267,49.73916,-123.13151,62,6474
25267,49.73837,-123.13153,63,6563
25267,49.73577,-123.13146,64,6854
25267,49.73553,-123.13148,65,6880
25267,49.73504,-123.13146,66,6935
25267,49.73503,-123.13467,67,7163
25267,49.73465,-123.13493,68,7224
25267,49.73355,-123.13495,69,7346
25267,49.73266,-123.13531,70,7446
25267,49.73178,-123.13609,71,7559
25267,49.7307,-123.13771,72,7726
25267,49.72935,-123.14104,73,8007
25267,49.72855,-123.14313,74,8182
25267,49.72851,-123.14347,75,8206
25267,49.72867,-123.1439,76,8242
25267,49.72887,-123.14412,77,8269
25267,49.72913,-123.14423,78,8298
25267,49.72928,-123.14402,79,8320
25267,49.72924,-123.14367,80,8346
25267,49.72827,-123.14223,81,8493
25267,49.72779,-123.14112,82,8588
25267,49.72751,-123.14084,83,8624
25267,49.72663,-123.14066,84,8722
25267,49.72662,-123.14099,85,8745
25267,49.72669,-123.14126,86,8766
25267,49.72646,-123.14131,87,8792
25267,49.72617,-123.14129,88,8823
25267,49.72551,-123.14152,89,8906
25267,49.72519,-123.14148,90,8943
25267,49.72519,-123.14072,91,8997
25267,49.72624,-123.14064,92,9111
25267,49.72735,-123.14078,93,9233
25267,49.72766,-123.14096,94,9269
25267,49.7279,-123.14133,95,9306
25267,49.72827,-123.14223,96,9382
25267,49.72924,-123.14367,97,9529
25267,49.72944,-123.1441,98,9566
25267,49.7297,-123.1458,99,9690
25267,49.72987,-123.14692,100,9771
25267,49.72976,-123.14873,101,9899
25267,49.72972,-123.1495,102,9958
25267,49.7295,-123.1512,103,10086
25267,49.72929,-123.15317,104,10229
25267,49.72928,-123.15356,105,10259
25267,49.7292,-123.15405,106,10298
25267,49.72908,-123.1544,107,10326
25267,49.72797,-123.15578,108,10487
25267,49.72765,-123.15587,109,10525
25267,49.72758,-123.15529,110,10567
25267,49.72736,-123.15488,111,10606
